"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000613, 1, 0.000613, C='0.08611366210550205',gamma='0.4942679928374453'
0.445314, 0.497500, 0.446799, 1, 0.001485, C='0.08611366210550205',gamma='0.4942679928374453'
1.727399, 0.386800, 1.731400, 2, 0.004001, C='19.433598606658386',gamma='9.232350409327609'
2.705022, 0.274400, 2.710783, 3, 0.005761, C='1.0',gamma='0.1'
3.967704, 0.107700, 3.977341, 4, 0.009637, C='69.38389384208695',gamma='0.0015531477828170245'
17.925961, 0.107600, 21.084273, 5, 3.158312, C='711.3899372759149',gamma='0.0011367997693831824'
20.799289, 0.104000, 24.253213, 6, 3.453924, C='612.9575126698475',gamma='0.0010718026442284958'
26.088760, 0.100800, 31.614638, 7, 5.525878, C='199.46870370683106',gamma='0.0010913048779877415'
27.935605, 0.099900, 33.808387, 8, 5.872782, C='194.4328638658349',gamma='0.0010492162404342927'
29.453493, 0.094300, 35.337989, 9, 5.884496, C='210.6507148372298',gamma='0.0010057793324703362'
37.735365, 0.093100, 48.625073, 10, 10.889708, C='218.12587662378274',gamma='0.0009802078423739584'
39.243141, 0.092300, 50.147285, 11, 10.904144, C='220.7162621753698',gamma='0.0009768455454572415'
95.611329, 0.091400, 134.255019, 12, 38.643690, C='277.3501010903057',gamma='0.000978986663817487'
