"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000694, 1, 0.000694, C='1.3600811985592882',gamma='0.09352602871548096'
2.146974, 0.800000, 2.149256, 1, 0.002282, C='1.3600811985592882',gamma='0.09352602871548096'
7.229449, 0.716900, 7.235019, 2, 0.005570, C='0.17779513414177722',gamma='7.2480830287492966'
26.611902, 0.518300, 26.626109, 3, 0.014206, C='565.3070467472043',gamma='172.08478572883885'
79.068939, 0.494200, 79.995442, 4, 0.926503, C='703.986961562181',gamma='808.2087900575607'
100.138345, 0.490300, 101.388247, 5, 1.249902, C='740.46753339226',gamma='891.4678387665568'
120.700285, 0.485200, 121.958696, 6, 1.258410, C='766.0360398177745',gamma='993.4201288007818'
140.629032, 0.483400, 141.896213, 7, 1.267181, C='737.3756273592313',gamma='984.9849919323781'
173.261533, 0.483100, 175.575900, 8, 2.314367, C='726.6871642888219',gamma='984.9849919323781'
391.019600, 0.483000, 402.566158, 9, 11.546557, C='725.3605884457884',gamma='984.2615985247724'
