"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000588, 1, 0.000588, C='0.08611366210550205',gamma='0.4942679928374453'
1.082453, 0.500000, 1.083831, 1, 0.001378, C='0.08611366210550205',gamma='0.4942679928374453'
4.683278, 0.488100, 4.687985, 2, 0.004707, C='19.433598606658386',gamma='9.232350409327609'
7.339257, 0.485300, 7.345738, 3, 0.006481, C='1.0',gamma='0.1'
17.089407, 0.475300, 17.099954, 4, 0.010547, C='69.38389384208695',gamma='0.0015531477828170245'
32.480345, 0.475000, 32.504475, 5, 0.024130, C='4.532544074901469',gamma='0.03382327396632573'
52.502720, 0.474000, 52.546848, 6, 0.044127, C='8.634022457298675',gamma='0.007852177423455793'
62.856953, 0.471200, 62.913107, 7, 0.056154, C='76.5060885254147',gamma='0.08851540004701101'
80.898803, 0.469500, 82.160125, 8, 1.261322, C='78.02991072753525',gamma='0.06925456349744064'
93.227884, 0.467300, 94.824782, 9, 1.596898, C='77.75060797658064',gamma='0.047865471575796376'
103.355327, 0.466500, 104.961305, 10, 1.605978, C='78.0567911128816',gamma='0.027979995594326994'
147.148091, 0.465200, 151.590010, 11, 4.441919, C='326.06772527331975',gamma='0.028655271292772563'
159.070541, 0.464900, 163.526311, 12, 4.455770, C='496.53952312062415',gamma='0.028770495000156097'
