"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000921, 1, 0.000921, C='0.017961675793542162',gamma='0.9046232030638993'
0.451442, 0.750000, 0.453317, 1, 0.001875, C='0.017961675793542162',gamma='0.9046232030638993'
2.189143, 0.318500, 2.194013, 2, 0.004870, C='61.71933670840937',gamma='1.0864412265106145'
2.763038, 0.129600, 2.769689, 3, 0.006651, C='1.0',gamma='0.1'
3.474641, 0.089400, 3.485112, 4, 0.010472, C='12.958180650233897',gamma='0.01207858159167579'
9.821304, 0.086600, 9.855142, 5, 0.033838, C='176.75556488562856',gamma='0.002712060563487799'
13.803478, 0.084100, 14.655883, 6, 0.852405, C='171.31924791285925',gamma='0.0028580793825202762'
19.442995, 0.083600, 22.494149, 7, 3.051154, C='172.38939255521515',gamma='0.002812270972670861'
56.564831, 0.083300, 80.928014, 8, 24.363183, C='600.8246722862182',gamma='0.002799861348235241'
57.884697, 0.077900, 82.272110, 9, 24.387413, C='763.7480566207269',gamma='0.002804698790758812'
67.619724, 0.077800, 103.143812, 10, 35.524088, C='763.632234843913',gamma='0.002770473251193159'
70.335082, 0.077300, 107.092926, 11, 36.757844, C='762.7352529732805',gamma='0.002779618301944703'
