"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000531, 1, 0.000531, C='1.3600811985592882',gamma='0.09352602871548096'
2.777714, 0.892600, 2.778946, 1, 0.001232, C='1.3600811985592882',gamma='0.09352602871548096'
16.279285, 0.891100, 16.287547, 2, 0.008262, C='0.002411602763410638',gamma='0.012954649694653979'
39.210931, 0.165400, 39.230613, 3, 0.019682, C='102.59827344587585',gamma='0.0039228031036218506'
71.523981, 0.032900, 71.564894, 4, 0.040913, C='0.6293526165094239',gamma='0.0012324628012758837'
88.749177, 0.028100, 89.294982, 5, 0.545805, C='0.9244652406418409',gamma='0.0012827563227223123'
96.397476, 0.026600, 97.201671, 6, 0.804195, C='0.8143284746427061',gamma='0.0011994309305810788'
103.293158, 0.021800, 104.366427, 7, 1.073269, C='0.8141440715066759',gamma='0.0010993264017848136'
108.383401, 0.016200, 109.465447, 8, 1.082046, C='16.08196142180827',gamma='0.001012751162100806'
115.312205, 0.015800, 116.684459, 9, 1.372254, C='1.3223471465085024',gamma='0.0009826787622737262'
