"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.009034, 1, 0.009034, C='0.08611366210550205',gamma='0.4942679928374453'
1.440940, 0.800000, 1.450839, 1, 0.009899, C='0.08611366210550205',gamma='0.4942679928374453'
5.349694, 0.663000, 5.362121, 2, 0.012427, C='19.433598606658386',gamma='9.232350409327609'
26.293583, 0.522600, 26.318588, 3, 0.025005, C='217.71503863741677',gamma='190.2917106769055'
63.297038, 0.522000, 63.850505, 4, 0.553467, C='227.09704009300663',gamma='188.69804964327525'
85.200845, 0.521000, 86.091453, 5, 0.890608, C='239.36443114912456',gamma='194.0577561480372'
96.143054, 0.517800, 97.046254, 6, 0.903200, C='236.81787084435507',gamma='277.5003831302901'
108.485986, 0.516500, 109.697342, 7, 1.211356, C='236.81787084435507',gamma='311.7558549271241'
125.251840, 0.511300, 127.066603, 8, 1.814763, C='378.9267712791062',gamma='321.8184191419335'
142.641611, 0.510300, 144.753975, 9, 2.112364, C='564.9742209583804',gamma='327.22075486743046'
160.071880, 0.509700, 162.522156, 10, 2.450276, C='580.7143209577172',gamma='284.563676480672'
176.062317, 0.508400, 178.523905, 11, 2.461588, C='568.3070891782505',gamma='303.3300725767939'
192.892897, 0.508300, 195.365854, 12, 2.472957, C='650.4880949196115',gamma='288.84249026144096'
216.524002, 0.506800, 219.444579, 13, 2.920577, C='1013.8692872949802',gamma='290.48731656832973'
239.718108, 0.503300, 243.026280, 14, 3.308172, C='1001.0901616131015',gamma='352.8682599836838'
261.833584, 0.501700, 265.154656, 15, 3.321072, C='1000.1903769273902',gamma='463.5785965010731'
279.643413, 0.496600, 283.355743, 16, 3.712330, C='524.123785810953',gamma='514.677119204799'
296.501025, 0.489100, 300.226995, 17, 3.725970, C='519.5768077667583',gamma='979.7493849609194'
315.301949, 0.486200, 319.811571, 18, 4.509622, C='193.4282740726677',gamma='1002.4744554905403'
357.003714, 0.485000, 366.622990, 19, 9.619276, C='176.52022396511632',gamma='887.5735685388967'
388.897746, 0.483900, 402.523082, 20, 13.625336, C='176.5201170287128',gamma='913.5968727702063'
