"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000582, 1, 0.000582, C='1.3600811985592882',gamma='0.09352602871548096'
0.183347, 0.111500, 0.184704, 1, 0.001357, C='1.3600811985592882',gamma='0.09352602871548096'
18.012147, 0.109300, 18.767078, 2, 0.754930, C='3.5806013370538667',gamma='0.08830979649943048'
19.639395, 0.106400, 20.670277, 3, 1.030882, C='4.213562687896746',gamma='0.0881190649735002'
23.909049, 0.105900, 26.305484, 4, 2.396435, C='4.3907252738331',gamma='0.0881190649735002'
33.089464, 0.095100, 38.993442, 5, 5.903978, C='10.011726986209197',gamma='0.14432951982428288'
41.171231, 0.094700, 50.148640, 6, 8.977410, C='12.531586590402517',gamma='0.14430271760934474'
42.568794, 0.093000, 51.909937, 7, 9.341142, C='69.06946714864519',gamma='0.14430271760934474'
56.318520, 0.092100, 70.635760, 8, 14.317240, C='69.72576550756114',gamma='0.14028135554537463'
69.683984, 0.092000, 90.431008, 9, 20.747024, C='69.58224659181658',gamma='0.1361598312634833'
78.425782, 0.091500, 105.780441, 10, 27.354659, C='70.30662719551309',gamma='0.1361536093693918'
95.837939, 0.091500, 136.535613, 11, 40.697674, C='70.25390211677862',gamma='0.19553877319765878'
