"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.001419, 1, 0.001419, colsample_bytree='0.3908073678612709',eta='0.02197006114591668',max_depth='1',reg_lambda='0.025956378731779545'
0.285602, 0.291600, 0.287988, 1, 0.002386, colsample_bytree='0.3908073678612709',eta='0.02197006114591668',max_depth='1',reg_lambda='0.025956378731779545'
4.928200, 0.029100, 4.933314, 2, 0.005114, colsample_bytree='0.7864414579235017',eta='0.06876373473778273',max_depth='5',reg_lambda='2.180661802430785'
34.568370, 0.021300, 34.593446, 3, 0.025076, colsample_bytree='0.5564905133098365',eta='0.01605885730841195',max_depth='10',reg_lambda='0.0010986517054572343'
47.849990, 0.016600, 47.904267, 4, 0.054277, colsample_bytree='0.2476114026270807',eta='0.09799148147389534',max_depth='9',reg_lambda='0.22959291519229882'
72.025062, 0.016300, 74.332724, 5, 2.307662, colsample_bytree='0.19221364049702816',eta='0.22277006166328217',max_depth='3',reg_lambda='0.010598936546740807'
73.562245, 0.015000, 75.880832, 6, 2.318587, colsample_bytree='0.20022426977719476',eta='0.2263397314174229',max_depth='3',reg_lambda='0.011683972191283932'
75.107875, 0.014300, 77.437607, 7, 2.329732, colsample_bytree='0.19220374484276836',eta='0.2087834655133439',max_depth='3',reg_lambda='0.011682120372801759'
92.553580, 0.013900, 102.781383, 8, 10.227803, colsample_bytree='0.18747201865861474',eta='0.2485145408761734',max_depth='3',reg_lambda='0.16254544822679212'
114.667621, 0.012200, 132.607844, 9, 17.940223, colsample_bytree='0.1900140891050521',eta='0.3336607795087631',max_depth='3',reg_lambda='0.236781810380679'
136.208669, 0.008500, 161.182327, 10, 24.973658, colsample_bytree='0.2691759850390615',eta='0.005444869138801494',max_depth='9',reg_lambda='0.122936351502773'
200.192316, 0.008200, 245.667270, 11, 45.474954, colsample_bytree='0.22663006933141497',eta='0.004635387137193321',max_depth='9',reg_lambda='0.002986602996255531'
