"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000590, 1, 0.000590, C='0.08611366210550205',gamma='0.4942679928374453'
0.948914, 0.723000, 0.950294, 1, 0.001380, C='0.08611366210550205',gamma='0.4942679928374453'
5.276917, 0.633800, 5.280860, 2, 0.003943, C='19.433598606658386',gamma='9.232350409327609'
6.939640, 0.583200, 6.946225, 3, 0.006585, C='1.0',gamma='0.1'
17.710132, 0.573100, 17.728595, 4, 0.018463, C='4.532544074901469',gamma='0.03382327396632573'
26.981009, 0.569800, 27.009183, 5, 0.028174, C='490.89071375229827',gamma='0.4114559193983836'
39.212697, 0.548600, 39.258175, 6, 0.045478, C='76.5060885254147',gamma='0.08851540004701101'
44.694884, 0.548300, 44.994265, 7, 0.299381, C='84.47181978955977',gamma='0.140578069767372'
49.207095, 0.545200, 49.514617, 8, 0.307523, C='83.25753155294782',gamma='0.14524977657248267'
56.275716, 0.541200, 57.141621, 9, 0.865905, C='83.16741714187619',gamma='0.19383661249601028'
86.708587, 0.540800, 91.339348, 10, 4.630761, C='83.16741714187619',gamma='0.19484278671734045'
