"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.001455, 1, 0.001455, colsample_bytree='0.2890479595400393',eta='0.02972240058848022',max_depth='1',reg_lambda='0.23594281684827217'
0.031623, 0.200500, 0.034023, 1, 0.002400, colsample_bytree='0.2890479595400393',eta='0.02972240058848022',max_depth='1',reg_lambda='0.23594281684827217'
0.365083, 0.165600, 0.369980, 2, 0.004897, colsample_bytree='0.839533680677414',eta='0.03178815964339868',max_depth='7',reg_lambda='260.08137409645684'
0.717287, 0.141700, 0.723913, 3, 0.006626, colsample_bytree='1.0',eta='0.3',max_depth='10',reg_lambda='1.0'
1.319656, 0.135900, 1.332687, 4, 0.013031, colsample_bytree='0.5235572370700539',eta='0.1863242307845216',max_depth='3',reg_lambda='4.4461461740589225'
1.597352, 0.128600, 1.617953, 5, 0.020601, colsample_bytree='0.6967330143786967',eta='0.5491817241792905',max_depth='1',reg_lambda='0.02427911263315825'
2.687616, 0.121500, 2.725707, 6, 0.038091, colsample_bytree='0.743421717081219',eta='0.01491763576543679',max_depth='5',reg_lambda='0.0763116896200529'
4.445444, 0.120000, 4.536888, 7, 0.091444, colsample_bytree='0.8628034775145352',eta='0.204620947059406',max_depth='1',reg_lambda='0.33166375588202796'
5.676288, 0.117200, 6.880144, 8, 1.203856, colsample_bytree='0.6961661117735516',eta='0.0103111366487994',max_depth='6',reg_lambda='0.00097912119402307'
6.616465, 0.113300, 9.314885, 9, 2.698421, colsample_bytree='0.7297983383701588',eta='0.015013390739883684',max_depth='6',reg_lambda='0.013103811456562685'
12.525236, 0.110800, 31.118803, 10, 18.593568, colsample_bytree='0.6939059209916141',eta='0.00961391601927731',max_depth='6',reg_lambda='0.03853785272452191'
15.359653, 0.107900, 39.492589, 11, 24.132936, colsample_bytree='0.5751646505121304',eta='0.009293451427940231',max_depth='6',reg_lambda='0.034901490287318516'
16.726954, 0.107500, 41.982164, 12, 25.255211, colsample_bytree='0.6051673226380959',eta='0.007364213580552963',max_depth='6',reg_lambda='0.03802292726605039'
27.824620, 0.103200, 79.372857, 13, 51.548237, colsample_bytree='0.7297846912258612',eta='0.0010061891525355207',max_depth='6',reg_lambda='0.0009794143494547222'
