"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000656, 1, 0.000656, alpha='0.0040824718253228975',eta0='0.00044195488125554607'
3.153117, 0.800000, 3.154690, 1, 0.001573, alpha='0.0040824718253228975',eta0='0.00044195488125554607'
12.909770, 0.731500, 12.914112, 2, 0.004342, alpha='0.0007534803600179209',eta0='0.01638324291048883'
64.610509, 0.690800, 64.631728, 3, 0.021219, alpha='0.000182884801566337',eta0='0.0008272593854647256'
233.718428, 0.690600, 239.273656, 4, 5.555228, alpha='0.00036351729614059945',eta0='0.0012322834288741814'
266.147793, 0.690200, 272.857460, 5, 6.709667, alpha='0.0003242972681854286',eta0='0.0009954005663488467'
527.073935, 0.690200, 549.571675, 6, 22.497740, alpha='0.00032361082854581025',eta0='0.0009798909458321298'
627.083962, 0.690100, 655.377682, 7, 28.293720, alpha='0.00032526189426039694',eta0='0.0009982439200644315'
783.624756, 0.690000, 824.557262, 8, 40.932506, alpha='1.1907343841980431e-05',eta0='0.00044213969359544375'
851.771828, 0.690000, 899.251912, 9, 47.480084, alpha='1.0630753935594778e-05',eta0='0.00044040146128128757'
