"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000573, 1, 0.000573, alpha='0.0004126639093412234',eta0='0.0017613324954003418'
4.267645, 0.033800, 4.268995, 1, 0.001350, alpha='0.0004126639093412234',eta0='0.0017613324954003418'
42.740583, 0.024700, 42.749839, 2, 0.009256, alpha='6.675963694532246e-05',eta0='0.13455959491033861'
115.559466, 0.017200, 115.589076, 3, 0.029610, alpha='2.6979332069179497e-05',eta0='0.03342560639959951'
205.532177, 0.015800, 206.429943, 4, 0.897766, alpha='2.173948337210963e-05',eta0='0.035142343092612584'
227.014744, 0.015400, 227.923536, 5, 0.908792, alpha='2.004427205452548e-05',eta0='0.028859333730829544'
257.073180, 0.015000, 258.732797, 6, 1.659616, alpha='1.7078724917943908e-05',eta0='0.028213211152916896'
287.012745, 0.014700, 289.471260, 7, 2.458515, alpha='1.6310425444367637e-05',eta0='0.02905964331993001'
308.502537, 0.014400, 310.971361, 8, 2.468824, alpha='1.5837432269558274e-05',eta0='0.029636756285913696'
347.449025, 0.013900, 350.667145, 9, 3.218120, alpha='1.663751891007106e-05',eta0='0.054281073688927005'
434.634551, 0.013600, 440.546314, 10, 5.911763, alpha='1.5112456549397981e-05',eta0='0.06971130664430145'
708.602848, 0.013400, 723.896946, 11, 15.294098, alpha='1.4478938902964298e-05',eta0='0.05366601413460282'
1188.754710, 0.013400, 1225.709844, 12, 36.955134, alpha='1.1663097681306337e-05',eta0='0.13381310919361775'
1231.723972, 0.013200, 1269.886124, 13, 38.162152, alpha='1.1454930122336624e-05',eta0='0.13396215065683895'
1270.434252, 0.013000, 1309.472147, 14, 39.037895, alpha='1.0756188177288229e-05',eta0='0.13287621468334043'
