"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.001398, 1, 0.001398, colsample_bytree='0.569966175314039',eta='0.009556882986489993',max_depth='3',reg_lambda='0.0020776820882921045'
1.747511, 0.229100, 1.749928, 1, 0.002417, colsample_bytree='0.569966175314039',eta='0.009556882986489993',max_depth='3',reg_lambda='0.0020776820882921045'
14.666368, 0.181500, 14.673972, 2, 0.007604, colsample_bytree='0.3878000834956765',eta='0.004721681612948408',max_depth='10',reg_lambda='0.09654112415362535'
38.533520, 0.184000, 38.554212, 3, 0.020693, colsample_bytree='0.5071276918053628',eta='0.18054041228993647',max_depth='4',reg_lambda='0.7014077911957106'
67.287291, 0.181100, 67.331482, 4, 0.044191, colsample_bytree='0.6345239883288741',eta='0.33181775125056084',max_depth='2',reg_lambda='0.043291333432912055'
109.769879, 0.179100, 110.483616, 5, 0.713737, colsample_bytree='0.6928371865819629',eta='0.3304109909632923',max_depth='2',reg_lambda='0.0446585718623313'
127.195115, 0.178600, 132.167240, 6, 4.972125, colsample_bytree='0.7082193130476578',eta='0.3377946380826491',max_depth='2',reg_lambda='0.040586708466029575'
144.244879, 0.178100, 152.726515, 7, 8.481636, colsample_bytree='0.7059323490723444',eta='0.3375899398032783',max_depth='2',reg_lambda='0.04355588672057195'
167.176059, 0.176100, 182.241954, 8, 15.065895, colsample_bytree='0.8450271135708675',eta='0.40148709928283116',max_depth='3',reg_lambda='0.04542618376269436'
190.437682, 0.174000, 213.417855, 9, 22.980173, colsample_bytree='0.8689146377507495',eta='0.3960113998832497',max_depth='3',reg_lambda='0.05105716160900264'
265.749183, 0.172900, 320.004539, 10, 54.255356, colsample_bytree='0.8685265902929892',eta='0.39602952130244845',max_depth='3',reg_lambda='0.05105716160900264'
307.452794, 0.172600, 376.295376, 11, 68.842583, colsample_bytree='0.8685265902929892',eta='0.39602942526335616',max_depth='3',reg_lambda='0.05105716160900264'
