"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.001218, 1, 0.001218, alpha='0.00011227070295712931',eta0='0.0029096933833365197'
3.467846, 0.699400, 3.470049, 1, 0.002203, alpha='0.00011227070295712931',eta0='0.0029096933833365197'
112.811902, 0.698500, 113.139969, 2, 0.328067, alpha='3.409446916728801e-05',eta0='0.0012659614977052144'
149.079118, 0.697000, 150.083014, 3, 1.003896, alpha='3.3858110773726e-05',eta0='0.0009445730384104736'
171.848964, 0.694000, 173.442721, 4, 1.593757, alpha='3.242060232619762e-05',eta0='0.0006393547028477185'
188.040906, 0.692700, 189.643720, 5, 1.602814, alpha='4.0666267930359173e-05',eta0='0.00030287142954887723'
221.328047, 0.692000, 224.610459, 6, 3.282412, alpha='5.6002770219815306e-05',eta0='0.00034465151641996947'
244.612470, 0.691400, 248.653327, 7, 4.040857, alpha='5.612754236529833e-05',eta0='0.000353802215154736'
263.993873, 0.690200, 268.581359, 8, 4.587486, alpha='5.8006888320875754e-05',eta0='0.0003841697307291009'
407.712466, 0.690200, 420.619040, 9, 12.906574, alpha='5.7784512224861465e-05',eta0='0.0003825759096196423'
762.973976, 0.676700, 814.846563, 10, 51.872587, alpha='1.681398852901727e-05',eta0='0.3949510072410456'
798.909108, 0.673200, 854.038477, 11, 55.129369, alpha='1.1307212428050446e-05',eta0='0.38586860204150686'
