"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000532, 1, 0.000532, C='0.017961675793542162',gamma='0.9046232030638993'
0.799173, 0.728900, 0.800431, 1, 0.001258, C='0.017961675793542162',gamma='0.9046232030638993'
3.471845, 0.234900, 3.477356, 2, 0.005511, C='61.71933670840937',gamma='1.0864412265106145'
3.837634, 0.118100, 3.844976, 3, 0.007342, C='1.0',gamma='0.1'
4.413443, 0.115000, 4.424592, 4, 0.011149, C='12.958180650233897',gamma='0.01207858159167579'
8.217059, 0.103800, 8.238863, 5, 0.021804, C='198.6613474689375',gamma='0.09318781769031856'
13.408958, 0.099300, 13.444780, 6, 0.035822, C='2.574588067340684',gamma='0.2803288729873386'
22.113661, 0.093100, 22.670427, 7, 0.556766, C='369.89503320512966',gamma='0.21767248935227157'
27.382709, 0.092500, 29.244110, 8, 1.861401, C='370.7003398482086',gamma='0.20592359745932082'
35.771340, 0.091200, 40.781783, 9, 5.010443, C='370.7003398482086',gamma='0.22913566008690367'
