"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000626, 1, 0.000626, C='0.017961675793542162',gamma='0.9046232030638993'
0.790722, 0.728900, 0.792173, 1, 0.001451, C='0.017961675793542162',gamma='0.9046232030638993'
3.515342, 0.234900, 3.520189, 2, 0.004847, C='61.71933670840937',gamma='1.0864412265106145'
3.890037, 0.118100, 3.896526, 3, 0.006489, C='1.0',gamma='0.1'
4.479404, 0.115000, 4.489723, 4, 0.010319, C='12.958180650233897',gamma='0.01207858159167579'
8.257812, 0.103800, 8.282364, 5, 0.024552, C='198.6613474689375',gamma='0.09318781769031856'
13.444310, 0.099300, 13.482740, 6, 0.038430, C='2.574588067340684',gamma='0.2803288729873386'
22.340076, 0.095600, 23.348258, 7, 1.008182, C='8.10613714714192',gamma='0.17028397946237744'
23.634194, 0.094300, 24.652108, 8, 1.017914, C='7.780343972895549',gamma='0.18628093633627618'
25.121855, 0.093300, 26.148268, 9, 1.026413, C='5.174255288801334',gamma='0.23719195692664422'
26.517623, 0.090900, 27.555339, 10, 1.037716, C='9.12646968603398',gamma='0.20575212142746443'
29.125880, 0.090500, 31.312804, 11, 2.186924, C='9.099961375267126',gamma='0.21073682807536082'
30.501327, 0.089900, 32.698314, 12, 2.196987, C='9.29447114759524',gamma='0.20575212142746443'
