"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000649, 1, 0.000649, C='1.3600811985592882',gamma='0.09352602871548096'
1.463403, 0.800000, 1.464994, 1, 0.001591, C='1.3600811985592882',gamma='0.09352602871548096'
5.764891, 0.716900, 5.769027, 2, 0.004137, C='0.17779513414177722',gamma='7.2480830287492966'
24.625492, 0.518300, 24.639691, 3, 0.014199, C='565.3070467472043',gamma='172.08478572883885'
75.304974, 0.510900, 76.728702, 4, 1.423728, C='461.8590487041758',gamma='453.9926291135599'
89.642005, 0.505100, 91.349911, 5, 1.707906, C='275.75037758677996',gamma='495.9968851009325'
113.039737, 0.497300, 115.121035, 6, 2.081298, C='699.1867246888442',gamma='507.34569275059283'
148.054702, 0.495900, 152.371321, 7, 4.316619, C='699.1867246888442',gamma='520.1965156363116'
175.303608, 0.495600, 180.301853, 8, 4.998245, C='699.1867246888442',gamma='537.3628457245962'
200.816918, 0.494200, 206.164919, 9, 5.348001, C='885.7986984388428',gamma='546.8016019921174'
222.322262, 0.494000, 227.681940, 10, 5.359678, C='836.5778575306135',gamma='541.6299091399095'
273.627331, 0.493200, 281.879987, 11, 8.252656, C='838.8120979241739',gamma='542.2862184057749'
904.200059, 0.484100, 950.094973, 12, 45.894914, C='839.5614446253728',gamma='915.8650133870026'
954.435565, 0.482700, 1004.941125, 13, 50.505560, C='990.6715929105638',gamma='915.5874273566187'
985.511427, 0.482000, 1037.198029, 14, 51.686602, C='1007.6175435862461',gamma='915.3561060861418'
1023.310873, 0.481800, 1077.464741, 15, 54.153869, C='1010.6370079459477',gamma='908.6648262268253'
