"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.001466, 1, 0.001466, colsample_bytree='0.569966175314039',eta='0.009556882986489993',max_depth='3',reg_lambda='0.0020776820882921045'
1.050264, 0.079000, 1.052979, 1, 0.002715, colsample_bytree='0.569966175314039',eta='0.009556882986489993',max_depth='3',reg_lambda='0.0020776820882921045'
11.951738, 0.040100, 11.966959, 2, 0.015221, colsample_bytree='0.3878000834956765',eta='0.004721681612948408',max_depth='10',reg_lambda='0.09654112415362535'
23.331374, 0.034200, 23.351302, 3, 0.019928, colsample_bytree='1.0',eta='0.3',max_depth='10',reg_lambda='1.0'
39.110265, 0.031500, 39.147095, 4, 0.036830, colsample_bytree='0.5071276918053628',eta='0.18054041228993647',max_depth='4',reg_lambda='0.7014077911957106'
56.506247, 0.029400, 56.583423, 5, 0.077176, colsample_bytree='0.6345239883288741',eta='0.33181775125056084',max_depth='2',reg_lambda='0.043291333432912055'
98.636896, 0.028600, 100.477771, 6, 1.840875, colsample_bytree='0.4458478618080528',eta='0.1045049746730135',max_depth='8',reg_lambda='13.443407672626671'
260.726297, 0.028500, 289.378133, 7, 28.651836, colsample_bytree='0.4592303620256152',eta='0.20254165318569695',max_depth='8',reg_lambda='17.26938061332581'
272.472787, 0.027600, 301.156907, 8, 28.684120, colsample_bytree='0.4662126169577241',eta='0.20106785756131298',max_depth='8',reg_lambda='20.098701655240905'
442.926676, 0.027300, 512.641385, 9, 69.714709, colsample_bytree='0.2543940569840558',eta='0.3158313013002968',max_depth='5',reg_lambda='0.08956109477596486'
