"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000554, 1, 0.000554, C='0.017961675793542162',gamma='0.9046232030638993'
1.515811, 0.800000, 1.517153, 1, 0.001342, C='0.017961675793542162',gamma='0.9046232030638993'
5.624255, 0.687700, 5.628325, 2, 0.004070, C='61.71933670840937',gamma='1.0864412265106145'
23.313740, 0.548500, 23.337584, 3, 0.023844, C='1.1666696007836892',gamma='817.7900441600038'
52.708255, 0.534600, 52.758592, 4, 0.050337, C='108.00862681573867',gamma='207.70324167973448'
64.599470, 0.515300, 64.985028, 5, 0.385558, C='100.79268155683044',gamma='365.0336758703496'
74.568885, 0.505800, 74.962932, 6, 0.394047, C='127.92338909945504',gamma='497.2045067239134'
88.880822, 0.502400, 89.598169, 7, 0.717347, C='167.474373035815',gamma='671.4540480839877'
100.620452, 0.486900, 101.346546, 8, 0.726094, C='180.42396931195907',gamma='839.6805825352694'
118.313437, 0.485900, 119.679622, 9, 1.366185, C='182.584916984358',gamma='861.0652248898964'
131.335439, 0.485800, 132.970945, 10, 1.635506, C='182.16232582627836',gamma='927.555243121502'
143.068299, 0.485300, 144.714058, 11, 1.645759, C='187.70189758480467',gamma='923.3473405204953'
