"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.001478, 1, 0.001478, colsample_bytree='0.2890479595400393',eta='0.02972240058848022',max_depth='1',reg_lambda='0.23594281684827217'
0.088382, 0.496000, 0.090829, 1, 0.002447, colsample_bytree='0.2890479595400393',eta='0.02972240058848022',max_depth='1',reg_lambda='0.23594281684827217'
1.716110, 0.446700, 1.722506, 2, 0.006396, colsample_bytree='0.839533680677414',eta='0.03178815964339868',max_depth='7',reg_lambda='260.08137409645684'
4.382206, 0.392300, 4.390310, 3, 0.008104, colsample_bytree='1.0',eta='0.3',max_depth='10',reg_lambda='1.0'
33.931361, 0.387600, 38.197549, 4, 4.266188, colsample_bytree='0.9947988313182023',eta='0.8488044687213432',max_depth='10',reg_lambda='1.037944242534743'
40.280173, 0.387200, 44.558284, 5, 4.278111, colsample_bytree='0.9902892273959174',eta='0.83151727746095',max_depth='10',reg_lambda='1.0571310611421387'
51.751248, 0.386300, 58.658711, 6, 6.907463, colsample_bytree='0.936130467435892',eta='0.924644704488989',max_depth='10',reg_lambda='1.0667755709348636'
65.853598, 0.384000, 75.193121, 7, 9.339523, colsample_bytree='0.9385262634654509',eta='0.8221853537544718',max_depth='10',reg_lambda='1.3263716185859848'
117.381466, 0.382400, 145.491775, 8, 28.110309, colsample_bytree='0.9328510513906566',eta='0.979100643558598',max_depth='10',reg_lambda='1.335833744445528'
134.383038, 0.381800, 164.978250, 9, 30.595212, colsample_bytree='0.9805555774013347',eta='0.8224321798785623',max_depth='10',reg_lambda='1.7669297537952076'
143.441894, 0.381400, 175.550549, 10, 32.108655, colsample_bytree='0.8618922405867804',eta='0.8430581641162462',max_depth='10',reg_lambda='1.7717653019456583'
195.746886, 0.378100, 247.510350, 11, 51.763464, colsample_bytree='0.8788608517941695',eta='0.9826910711248019',max_depth='10',reg_lambda='1.386928729338101'
